Date,stateAbbr,population,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws,statefips,year,month,day,policy,lndailynewdeaths,dailynewdeaths,lndailynewcases,deaths,cases,dailynewcases,day_,dayofyear
2020-01-24,AK,731545,0.00486,0.0552,-0.0242,-.00965,.,-0.0652,0.155,-0.0326,-0.151,-0.0709,2,2020,1,24,0,0.0,0,0.0,0,0,,0,24
2020-01-25,AK,731545,-0.0689,0.0198,-0.0447,-.0425,.,-0.058,0.147,-0.0379,-0.0826,-0.174,2,2020,1,25,0,0.0,0,0.0,0,0,,1,25
2020-01-26,AK,731545,-0.113,0.0652,-0.0271,-.0226,.,-0.0443,0.195,-0.0223,-0.0965,-0.136,2,2020,1,26,0,0.0,0,0.0,0,0,,2,26
2020-01-27,AK,731545,-0.146,0.15,-0.0282,-.0397,.,-0.0142,0.187,-0.0176,-0.105,-0.145,2,2020,1,27,0,0.0,0,0.0,0,0,,3,27
2020-01-28,AK,731545,-0.171,-0.0768,-0.0166,-.0458,.,0.0361,0.15,0.00273,-0.00536,-0.0776,2,2020,1,28,0,0.0,0,0.0,0,0,,4,28
2020-01-29,AK,731545,-0.128,-0.232,-0.0338,-.0665,.,0.0239,0.0209,0.0214,0.0607,-0.141,2,2020,1,29,0,0.0,0,0.0,0,0,,5,29
2020-01-30,AK,731545,-0.113,-0.273,-0.0014,-.0514,.,0.0981,0.0564,0.0418,0.103,-0.124,2,2020,1,30,0,0.0,0,0.0,0,0,,6,30
2020-01-31,AK,731545,-0.0682,-0.19,0.0164,-.03,.,0.12,-0.00633,0.0631,0.00939,-0.0607,2,2020,1,31,0,0.0,0,0.0,0,0,,7,31
2020-02-01,AK,731545,0.0435,-0.243,0.0278,-.0102,.,0.108,-0.0149,0.0699,-0.16399999999999998,0.0747,2,2020,2,1,0,0.0,0,0.0,0,0,,8,32
2020-02-02,AK,731545,0.105,-0.276,0.008140000000000001,-.0251,.,0.0747,-0.0312,0.0357,-0.15,-0.00134,2,2020,2,2,0,0.0,0,0.0,0,0,,9,33
2020-02-03,AK,731545,0.157,-0.273,0.0349,.00589,.,0.0895,-0.0479,0.045,-0.267,0.0361,2,2020,2,3,0,0.0,0,0.0,0,0,,10,34
2020-02-04,AK,731545,0.135,-0.2,0.00811,-.0127,.,0.0453,-0.0396,0.0542,-0.409,-0.00466,2,2020,2,4,0,0.0,0,0.0,0,0,,11,35
2020-02-05,AK,731545,0.0966,-0.266,0.0184,.00478,.,0.0449,-0.066,0.0527,-0.423,0.0678,2,2020,2,5,0,0.0,0,0.0,0,0,,12,36
2020-02-06,AK,731545,0.0937,-0.03,-0.0043,-.00114,.,-0.0152,-0.139,0.0506,-0.494,0.031,2,2020,2,6,0,0.0,0,0.0,0,0,,13,37
2020-02-07,AK,731545,0.0854,-0.0935,0.00307,.0132,.,-0.0216,-0.111,0.0111,-0.5429999999999999,0.014,2,2020,2,7,0,0.0,0,0.0,0,0,,14,38
2020-02-08,AK,731545,0.0418,0.0214,0.019,.0239,.,0.00827,-0.0748,0.00432,-0.517,-0.0342,2,2020,2,8,0,0.0,0,0.0,0,0,,15,39
2020-02-09,AK,731545,0.0217,0.0318,0.0405,.0451,.,0.0304,-0.0818,0.0294,-0.516,0.037000000000000005,2,2020,2,9,0,0.0,0,0.0,0,0,,16,40
2020-02-10,AK,731545,0.0279,0.0404,0.0157,.0495,.,-0.0447,-0.0423,0.0113,-0.495,0.0367,2,2020,2,10,0,0.0,0,0.0,0,0,,17,41
2020-02-11,AK,731545,0.0469,0.0631,0.055,.0978,.,-0.0202,-0.00964,-0.00799,-0.332,0.108,2,2020,2,11,0,0.0,0,0.0,0,0,,18,42
2020-02-12,AK,731545,-0.0486,0.332,0.0488,.0996,.,-0.0449,0.0291,-0.019,-0.377,0.175,2,2020,2,12,0,0.0,0,0.0,0,0,,19,43
2020-02-13,AK,731545,-0.0467,0.0933,0.0656,.113,.,-0.0223,0.126,-0.0206,-0.399,0.131,2,2020,2,13,0,0.0,0,0.0,0,0,,20,44
2020-02-14,AK,731545,-0.053,0.0724,0.0687,.108,.,-0.00848,0.193,-0.0204,-0.202,0.199,2,2020,2,14,0,0.0,0,0.0,0,0,,21,45
2020-02-15,AK,731545,0.0265,-0.0124,0.0566,.106,.,-0.0451,0.128,-0.0177,-0.14800000000000002,0.218,2,2020,2,15,0,0.0,0,0.0,0,0,,22,46
2020-02-16,AK,731545,0.0319,0.0884,0.0505,.0941,.,-0.0371,0.105,0.004370000000000001,-0.15,0.209,2,2020,2,16,0,0.0,0,0.0,0,0,,23,47
2020-02-17,AK,731545,0.0293,-0.00661,0.0677,.068,.,0.0633,0.0152,0.0556,-0.103,0.232,2,2020,2,17,0,0.0,0,0.0,0,0,,24,48
2020-02-18,AK,731545,0.0717,0.0554,0.054000000000000006,.0637,.,0.0288,0.0321,0.013,-0.207,0.118,2,2020,2,18,0,0.0,0,0.0,0,0,,25,49
2020-02-19,AK,731545,0.0804,-0.00116,0.0464,.0487,.,0.0379,0.0127,0.00312,-0.192,0.0613,2,2020,2,19,0,0.0,0,0.0,0,0,,26,50
2020-02-20,AK,731545,0.0963,-0.0119,0.0251,.0272,.,0.0181,0.0207,0.00238,-0.136,0.0688,2,2020,2,20,0,0.0,0,0.0,0,0,,27,51
2020-02-21,AK,731545,0.0739,0.149,0.000361,.00416,.,-0.0103,-0.0332,0.0109,-0.282,0.0137,2,2020,2,21,0,0.0,0,0.0,0,0,,28,52
2020-02-22,AK,731545,0.00948,0.14400000000000002,0.0137,.0104,.,0.0177,0.0225,0.0413,-0.34600000000000003,0.0318,2,2020,2,22,0,0.0,0,0.0,0,0,,29,53
2020-02-23,AK,731545,-0.0022600000000000003,-0.0476,0.00231,-.00492,.,0.0127,0.0283,0.0246,-0.358,-0.0353,2,2020,2,23,0,0.0,0,0.0,0,0,,30,54
2020-02-24,AK,731545,-0.047,-0.0396,-0.0197,-.0422,.,0.0152,0.0468,0.0235,-0.376,-0.0447,2,2020,2,24,0,0.0,0,0.0,0,0,,31,55
2020-02-25,AK,731545,-0.0546,-0.153,-0.0155,-.019,.,-0.0186,-0.00348,0.0469,-0.32,-0.12,2,2020,2,25,0,0.0,0,0.0,0,0,,32,56
2020-02-26,AK,731545,0.013,-0.18600000000000005,-0.0314,-.0311,.,-0.041,0.0055,0.0921,-0.32,-0.139,2,2020,2,26,0,0.0,0,0.0,0,0,,33,57
2020-02-27,AK,731545,-0.00294,-0.274,-0.0216,-.0141,.,-0.0464,0.0354,0.103,-0.29100000000000004,-0.0877,2,2020,2,27,0,0.0,0,0.0,0,0,,34,58
2020-02-28,AK,731545,0.00245,-0.336,-0.032,-.0257,.,-0.0545,0.0689,0.132,-0.327,-0.112,2,2020,2,28,0,0.0,0,0.0,0,0,,35,59
2020-02-29,AK,731545,0.0267,-0.271,-0.00324,.00515,.,-0.0302,0.0497,0.14,-0.29600000000000004,-0.0694,2,2020,2,29,0,0.0,0,0.0,0,0,,36,60
2020-03-01,AK,731545,-0.0256,-0.249,-0.033,-.0199,.,-0.0669,0.0341,0.0987,-0.295,-0.0506,2,2020,3,1,0,0.0,0,0.0,0,0,,37,61
2020-03-02,AK,731545,0.0019,-0.162,-0.0165,.0161,.,-0.0796,0.0555,0.107,-0.206,-0.0639,2,2020,3,2,0,0.0,0,0.0,0,0,,38,62
2020-03-03,AK,731545,-0.00297,-0.138,-0.0122,.0207,.,-0.0766,0.0284,0.16699999999999998,-0.225,-0.0348,2,2020,3,3,0,0.0,0,0.0,0,0,,39,63
2020-03-04,AK,731545,-0.0228,-0.113,-0.00889,.0239,.,-0.0719,0.0712,0.16699999999999998,-0.159,0.0297,2,2020,3,4,0,0.0,0,0.0,0,0,,40,64
2020-03-05,AK,731545,-0.0105,-0.232,0.0135,.0408,.,-0.0435,0.0841,0.177,-0.159,0.0476,2,2020,3,5,0,0.0,0,0.0,0,0,,41,65
2020-03-06,AK,731545,-0.0348,-0.0103,0.0395,.066,.,-0.0128,0.189,0.188,-0.161,0.0233,2,2020,3,6,0,0.0,0,0.0,0,0,,42,66
2020-03-07,AK,731545,-0.163,-0.0617,0.0298,.0745,.,-0.052000000000000005,0.215,0.211,-0.091,0.08,2,2020,3,7,0,0.0,0,0.0,0,0,,43,67
2020-03-08,AK,731545,-0.179,-0.0217,0.0277,.0545,.,-0.027000000000000003,0.142,0.242,-0.0724,0.0928,2,2020,3,8,0,0.0,0,0.0,0,0,,44,68
2020-03-09,AK,731545,-0.16899999999999998,-0.0832,0.0131,.0308,.,-0.0291,0.162,0.236,-0.157,0.0938,2,2020,3,9,0,0.0,0,0.0,0,0,,45,69
2020-03-10,AK,731545,-0.17600000000000002,-0.0658,-0.0157,-.00814,.,-0.0386,0.189,0.203,-0.157,0.0334,2,2020,3,10,0,0.0,0,0.0,0,0,,46,70
2020-03-11,AK,731545,-0.19,-0.0194,-0.0387,-.0388,.,-0.0442,0.182,0.16899999999999998,-0.16,-0.0556,2,2020,3,11,0,0.0,0,0.0,0,0,,47,71
2020-03-12,AK,731545,-0.205,0.117,-0.0102,-.00111,.,-0.0304,0.124,0.3,-0.122,-0.0292,2,2020,3,12,0,0.0,0,0.0,0,0,0.0,48,72
2020-03-13,AK,731545,-0.204,-0.194,-0.0157,.00551,.,-0.0572,0.0259,0.431,-0.0581,0.0286,2,2020,3,13,0,0.0,0,0.0,0,1,0.0,49,73
2020-03-14,AK,731545,-0.1,-0.279,0.00361,-.000449,.,0.0103,0.00728,0.51,-0.0153,-0.14300000000000002,2,2020,3,14,0,0.0,0,0.0,0,1,0.0,50,74
2020-03-15,AK,731545,-0.117,-0.341,0.0131,.016,.,0.00843,0.0398,0.56,0.0188,-0.214,2,2020,3,15,0,0.0,0,0.0,0,1,0.0,51,75
2020-03-16,AK,731545,-0.127,-0.355,0.057,.0538,.,0.0664,0.0246,0.762,-0.00221,-0.165,2,2020,3,16,0,0.0,0,0.0,0,1,0.0,52,76
2020-03-17,AK,731545,-0.168,-0.488,0.0652,.068,.,0.0627,-0.0399,0.845,-0.0437,-0.16399999999999998,2,2020,3,17,0,0.0,0,0.6931471805599453,0,3,2.0,53,77
2020-03-18,AK,731545,-0.191,-0.509,0.064,.0676,.,0.059,-0.0409,0.942,-0.111,-0.145,2,2020,3,18,1,0.0,0,1.0986122886681098,0,6,3.0,54,78
2020-03-19,AK,731545,-0.262,-0.529,0.0135,.00371,.,0.0357,-0.0483,0.848,-0.168,-0.188,2,2020,3,19,1,0.0,0,1.0986122886681098,0,9,3.0,55,79
2020-03-20,AK,731545,-0.334,-0.596,-0.0118,-.0377,.,0.0444,-0.115,0.7859999999999999,-0.25,-0.246,2,2020,3,20,1,0.0,0,1.0986122886681098,0,12,3.0,56,80
2020-03-21,AK,731545,-0.426,-0.619,-0.0765,-.094,.,-0.0396,-0.191,0.722,-0.3,-0.264,2,2020,3,21,1,0.0,0,0.6931471805599453,0,14,2.0,57,81
2020-03-22,AK,731545,-0.489,-0.66,-0.0916,-.11,.,-0.0522,-0.223,0.68,-0.324,-0.269,2,2020,3,22,1,0.0,0,1.9459101490553128,0,21,7.0,58,82
2020-03-23,AK,731545,-0.551,-0.7090000000000001,-0.16699999999999998,-.187,.,-0.127,-0.302,0.488,-0.402,-0.369,2,2020,3,23,1,0.0,0,0.0,0,22,1.0,59,83
2020-03-24,AK,731545,-0.586,-0.7240000000000001,-0.203,-.211,.,-0.187,-0.324,0.386,-0.517,-0.4370000000000001,2,2020,3,24,1,0.0,0,2.6390573296152584,0,36,14.0,60,84
2020-03-25,AK,731545,-0.628,-0.743,-0.244,-.259,.,-0.21,-0.379,0.287,-0.58,-0.509,2,2020,3,25,1,0.0,0,1.791759469228055,0,42,6.0,61,85
2020-03-26,AK,731545,-0.631,-0.7609999999999999,-0.28,-.292,.,-0.255,-0.416,0.243,-0.659,-0.574,2,2020,3,26,1,0.0,0,2.8332133440562166,0,59,17.0,62,86
2020-03-27,AK,731545,-0.652,-0.81,-0.316,-.324,.,-0.298,-0.435,0.163,-0.7340000000000001,-0.61,2,2020,3,27,1,0.0,0,2.302585092994046,0,69,10.0,63,87
2020-03-28,AK,731545,-0.6759999999999999,-0.785,-0.32,-.337,.,-0.281,-0.453,0.106,-0.73,-0.61,2,2020,3,28,1,0.0,1,2.772588722239781,1,85,16.0,64,88
2020-03-29,AK,731545,-0.6829999999999999,-0.762,-0.34,-.361,.,-0.293,-0.485,0.0579,-0.72,-0.638,2,2020,3,29,1,0.0,0,2.8332133440562166,1,102,17.0,65,89
2020-03-30,AK,731545,-0.696,-0.722,-0.34700000000000003,-.351,.,-0.331,-0.46,0.0191,-0.693,-0.643,2,2020,3,30,1,0.0,1,2.4849066497880004,2,114,12.0,66,90
2020-03-31,AK,731545,-0.693,-0.6829999999999999,-0.36,-.366,.,-0.341,-0.445,0.0114,-0.685,-0.644,2,2020,3,31,1,0.0,0,1.791759469228055,2,120,6.0,67,91
2020-04-01,AK,731545,-0.679,-0.6779999999999999,-0.342,-.342,.,-0.339,-0.452,0.038,-0.6659999999999999,-0.609,2,2020,4,1,1,0.0,0,2.5649493574615367,2,133,13.0,68,92
2020-04-02,AK,731545,-0.6829999999999999,-0.645,-0.342,-.345,.,-0.33,-0.407,0.0388,-0.6609999999999999,-0.616,2,2020,4,2,1,0.0,0,2.302585092994046,2,143,10.0,69,93
2020-04-03,AK,731545,-0.669,-0.573,-0.344,-.349,.,-0.33,-0.392,0.0228,-0.68,-0.603,2,2020,4,3,1,0.0,0,1.0986122886681098,2,146,3.0,70,94
2020-04-04,AK,731545,-0.6629999999999999,-0.611,-0.349,-.349,.,-0.34600000000000003,-0.407,0.0151,-0.708,-0.615,2,2020,4,4,1,0.0,0,2.302585092994046,2,156,10.0,71,95
2020-04-05,AK,731545,-0.674,-0.6579999999999999,-0.35,-.335,.,-0.374,-0.398,0.016,-0.735,-0.615,2,2020,4,5,1,0.0,1,2.5649493574615367,3,169,13.0,72,96
2020-04-06,AK,731545,-0.6729999999999999,-0.6920000000000001,-0.353,-.354,.,-0.348,-0.443,0.00878,-0.716,-0.624,2,2020,4,6,1,0.0,1,2.6390573296152584,4,183,14.0,73,97
2020-04-07,AK,731545,-0.6779999999999999,-0.7170000000000001,-0.35,-.36,.,-0.325,-0.425,0.0334,-0.7340000000000001,-0.63,2,2020,4,7,1,0.0,0,1.791759469228055,4,189,6.0,74,98
2020-04-08,AK,731545,-0.693,-0.7120000000000001,-0.371,-.375,.,-0.358,-0.41,0.037000000000000005,-0.7120000000000001,-0.684,2,2020,4,8,1,0.0,0,3.0910424533583165,4,211,22.0,75,99
2020-04-09,AK,731545,-0.705,-0.7390000000000001,-0.35100000000000003,-.347,.,-0.35200000000000004,-0.411,0.0349,-0.7020000000000001,-0.69,2,2020,4,9,1,0.0,1,2.5649493574615367,5,224,13.0,76,100
2020-04-10,AK,731545,-0.706,-0.778,-0.335,-.334,.,-0.332,-0.413,0.048,-0.632,-0.706,2,2020,4,10,1,0.0,0,2.19722457733622,5,233,9.0,77,101
2020-04-11,AK,731545,-0.7040000000000001,-0.773,-0.32,-.318,.,-0.319,-0.409,0.0622,-0.601,-0.682,2,2020,4,11,1,0.0,0,2.3978952727983707,5,244,11.0,78,102
2020-04-12,AK,731545,-0.69,-0.752,-0.324,-.329,.,-0.308,-0.401,0.0223,-0.555,-0.6890000000000001,2,2020,4,12,1,0.0,1,2.3978952727983707,6,255,11.0,79,103
2020-04-13,AK,731545,-0.695,-0.787,-0.328,-.326,.,-0.334,-0.399,0.0207,-0.606,-0.6890000000000001,2,2020,4,13,1,0.0,0,2.7080502011022096,6,270,15.0,80,104
2020-04-14,AK,731545,-0.6940000000000001,-0.688,-0.331,-.32,.,-0.358,-0.409,-0.0208,-0.547,-0.7190000000000001,2,2020,4,14,1,0.0,0,1.6094379124341005,6,275,5.0,81,105
2020-04-15,AK,731545,-0.669,-0.71,-0.321,-.325,.,-0.318,-0.408,-0.0331,-0.436,-0.6990000000000001,2,2020,4,15,1,0.0,1,2.079441541679836,7,283,8.0,82,106
2020-04-16,AK,731545,-0.6729999999999999,-0.705,-0.337,-.342,.,-0.335,-0.428,-0.0558,-0.466,-0.7040000000000001,2,2020,4,16,1,0.0,0,2.079441541679836,7,291,8.0,83,107
2020-04-17,AK,731545,-0.653,-0.6559999999999999,-0.331,-.328,.,-0.343,-0.417,-0.0485,-0.512,-0.7140000000000001,2,2020,4,17,1,0.0,0,1.9459101490553128,7,298,7.0,84,108
2020-04-18,AK,731545,-0.6509999999999999,-0.653,-0.344,-.343,.,-0.35600000000000004,-0.412,-0.0692,-0.513,-0.73,2,2020,4,18,1,0.0,0,2.19722457733622,7,307,9.0,85,109
2020-04-19,AK,731545,-0.659,-0.711,-0.34,-.342,.,-0.34700000000000003,-0.416,-0.0384,-0.5770000000000001,-0.71,2,2020,4,19,1,0.0,0,1.6094379124341005,7,312,5.0,86,110
2020-04-20,AK,731545,-0.622,-0.564,-0.32,-.33,.,-0.303,-0.375,-0.0672,-0.5529999999999999,-0.711,2,2020,4,20,1,0.0,0,1.6094379124341005,7,317,5.0,87,111
2020-04-21,AK,731545,-0.5710000000000001,-0.66,-0.284,-.305,.,-0.245,-0.316,-0.008320000000000001,-0.6,-0.6920000000000001,2,2020,4,21,1,0.0,0,0.6931471805599453,7,319,2.0,88,112
2020-04-22,AK,731545,-0.5770000000000001,-0.595,-0.276,-.278,.,-0.273,-0.284,-0.00375,-0.6940000000000001,-0.677,2,2020,4,22,1,0.0,0,2.079441541679836,7,327,8.0,89,113
2020-04-23,AK,731545,-0.5820000000000001,-0.597,-0.249,-.25,.,-0.248,-0.258,-0.00722,-0.67,-0.657,2,2020,4,23,1,0.0,0,1.791759469228055,7,333,6.0,90,114
2020-04-24,AK,731545,-0.597,-0.634,-0.259,-.263,.,-0.25,-0.265,-0.0251,-0.6859999999999999,-0.677,2,2020,4,24,1,0.0,0,0.6931471805599453,7,335,2.0,91,115
2020-04-25,AK,731545,-0.597,-0.649,-0.25,-.259,.,-0.23,-0.258,-0.0442,-0.703,-0.66,2,2020,4,25,0,0.0,0,0.6931471805599453,7,337,2.0,92,116
2020-04-26,AK,731545,-0.586,-0.631,-0.238,-.234,.,-0.243,-0.218,-0.0196,-0.66,-0.67,2,2020,4,26,0,0.0,0,0.0,7,337,0.0,93,117
2020-04-27,AK,731545,-0.62,-0.624,-0.247,-.25,.,-0.24,-0.271,0.0246,-0.662,-0.657,2,2020,4,27,0,0.0,0,0.6931471805599453,7,339,2.0,94,118
2020-04-28,AK,731545,-0.6579999999999999,-0.629,-0.258,-.263,.,-0.251,-0.342,-0.0252,-0.6659999999999999,-0.591,2,2020,4,28,0,0.0,0,1.3862943611198906,7,343,4.0,95,119
2020-04-29,AK,731545,-0.654,-0.682,-0.255,-.259,.,-0.249,-0.342,-0.0229,-0.708,-0.578,2,2020,4,29,0,0.0,0,1.791759469228055,7,349,6.0,96,120
2020-04-30,AK,731545,-0.65,-0.632,-0.244,-.255,.,-0.225,-0.333,0.00915,-0.7020000000000001,-0.583,2,2020,4,30,0,0.0,0,1.3862943611198906,7,353,4.0,97,121
2020-05-01,AK,731545,-0.644,-0.575,-0.22,-.232,.,-0.197,-0.333,0.0186,-0.614,-0.541,2,2020,5,1,0,0.0,0,0.0,7,353,0.0,98,122
2020-05-02,AK,731545,-0.633,-0.55,-0.218,-.217,.,-0.218,-0.325,0.0406,-0.579,-0.5479999999999999,2,2020,5,2,0,0.0,0,2.19722457733622,7,362,9.0,99,123
2020-05-03,AK,731545,-0.63,-0.515,-0.2,-.207,.,-0.185,-0.331,0.0573,-0.593,-0.527,2,2020,5,3,0,0.0,0,0.0,7,363,1.0,100,124
2020-05-04,AK,731545,-0.611,-0.573,-0.185,-.196,.,-0.161,-0.276,0.0621,-0.596,-0.551,2,2020,5,4,0,0.0,0,1.0986122886681098,7,366,3.0,101,125
2020-05-05,AK,731545,-0.618,-0.5820000000000001,-0.182,-.195,.,-0.162,-0.244,0.0744,-0.502,-0.596,2,2020,5,5,0,0.0,0,0.6931471805599453,7,368,2.0,102,126
2020-05-06,AK,731545,-0.601,-0.491,-0.16,-.189,.,-0.11,-0.189,0.0802,-0.442,-0.6,2,2020,5,6,0,0.0,0,0.0,7,369,1.0,103,127
2020-05-07,AK,731545,-0.596,-0.529,-0.183,-.206,.,-0.147,-0.187,0.0563,-0.488,-0.624,2,2020,5,7,0,0.0,1,0.0,8,370,1.0,104,128
2020-05-08,AK,731545,-0.5770000000000001,-0.55,-0.194,-.215,.,-0.16399999999999998,-0.153,0.0794,-0.568,-0.63,2,2020,5,8,0,0.0,0,1.0986122886681098,8,373,3.0,105,129
2020-05-09,AK,731545,-0.5760000000000001,-0.535,-0.172,-.198,.,-0.135,-0.134,0.113,-0.598,-0.583,2,2020,5,9,0,0.0,0,1.0986122886681098,8,376,3.0,106,130
2020-05-10,AK,731545,-0.564,-0.606,-0.192,-.217,.,-0.154,-0.154,0.112,-0.609,-0.579,2,2020,5,10,0,0.0,0,0.0,8,377,1.0,107,131
2020-05-11,AK,731545,-0.574,-0.638,-0.2,-.211,.,-0.191,-0.0299,0.0689,-0.595,-0.5660000000000001,2,2020,5,11,0,0.0,0,0.0,8,378,1.0,108,132
2020-05-12,AK,731545,-0.562,-0.589,-0.197,-.197,.,-0.203,-0.0629,0.0756,-0.528,-0.565,2,2020,5,12,0,0.0,0,0.6931471805599453,8,380,2.0,109,133
2020-05-13,AK,731545,-0.573,-0.534,-0.18600000000000005,-.176,.,-0.208,-0.124,0.084,-0.537,-0.547,2,2020,5,13,0,0.0,0,1.0986122886681098,8,383,3.0,110,134
2020-05-14,AK,731545,-0.5529999999999999,-0.516,-0.162,-.157,.,-0.174,-0.103,0.122,-0.445,-0.472,2,2020,5,14,0,0.0,0,0.0,8,383,0.0,111,135
2020-05-15,AK,731545,-0.563,-0.525,-0.16699999999999998,-.165,.,-0.174,-0.138,0.104,-0.503,-0.465,2,2020,5,15,0,0.0,0,1.3862943611198906,8,387,4.0,112,136
2020-05-16,AK,731545,-0.5479999999999999,-0.535,-0.183,-.183,.,-0.187,-0.203,0.0527,-0.4920000000000001,-0.499,2,2020,5,16,0,0.0,0,0.0,8,388,1.0,113,137
2020-05-17,AK,731545,-0.555,-0.522,-0.181,-.183,.,-0.17800000000000002,-0.19,0.0456,-0.471,-0.527,2,2020,5,17,0,0.0,0,1.3862943611198906,8,392,4.0,114,138
2020-05-18,AK,731545,-0.544,-0.524,-0.16899999999999998,-.164,.,-0.18,-0.279,0.11,-0.457,-0.524,2,2020,5,18,0,0.0,0,1.3862943611198906,8,396,4.0,115,139
2020-05-19,AK,731545,-0.531,-0.529,-0.161,-.17,.,-0.14400000000000002,-0.16699999999999998,0.0931,-0.557,-0.509,2,2020,5,19,0,0.0,0,1.0986122886681098,8,399,3.0,116,140
2020-05-20,AK,731545,-0.515,-0.639,-0.175,-.185,.,-0.159,-0.101,0.0532,-0.542,-0.5489999999999999,2,2020,5,20,0,0.0,0,0.0,8,399,0.0,117,141
2020-05-21,AK,731545,-0.512,-0.6990000000000001,-0.18,-.199,.,-0.146,-0.115,0.0572,-0.486,-0.591,2,2020,5,21,0,0.0,0,1.0986122886681098,8,402,3.0,118,142
2020-05-22,AK,731545,-0.498,-0.652,-0.16899999999999998,-.197,.,-0.111,-0.0905,0.0508,-0.39,-0.602,2,2020,5,22,0,0.0,0,0.0,8,402,0.0,119,143
2020-05-23,AK,731545,-0.487,-0.63,-0.154,-.181,.,-0.0966,-0.0271,0.0613,-0.3720000000000001,-0.609,2,2020,5,23,0,0.0,0,0.6931471805599453,8,404,2.0,120,144
2020-05-24,AK,731545,-0.47,-0.597,-0.14300000000000002,-.173,.,-0.0824,-0.0166,0.0312,-0.383,-0.613,2,2020,5,24,0,0.0,0,1.6094379124341005,8,409,5.0,121,145
2020-05-25,AK,731545,-0.469,-0.619,-0.142,-.175,.,-0.0791,-0.0438,0.00101,-0.219,-0.591,2,2020,5,25,0,0.0,0,0.0,8,409,0.0,122,146
2020-05-26,AK,731545,-0.481,-0.562,-0.155,-.172,.,-0.122,-0.124,0.0143,-0.415,-0.628,2,2020,5,26,0,0.0,0,1.0986122886681098,8,412,3.0,123,147
2020-05-27,AK,731545,-0.478,-0.5660000000000001,-0.16399999999999998,-.183,.,-0.123,-0.152,0.00392,-0.439,-0.636,2,2020,5,27,0,0.0,0,1.3862943611198906,8,416,4.0,124,148
2020-05-28,AK,731545,-0.477,-0.546,-0.166,-.179,.,-0.14,-0.135,-0.0151,-0.541,-0.617,2,2020,5,28,0,0.0,0,0.0,8,417,1.0,125,149
2020-05-29,AK,731545,-0.447,-0.524,-0.174,-.178,.,-0.16699999999999998,-0.139,-0.0248,-0.54,-0.579,2,2020,5,29,0,0.0,0,2.5649493574615367,8,430,13.0,126,150
2020-05-30,AK,731545,-0.442,-0.569,-0.187,-.187,.,-0.192,-0.166,-0.0269,-0.5660000000000001,-0.5920000000000001,2,2020,5,30,0,0.0,0,1.791759469228055,8,436,6.0,127,151
2020-05-31,AK,731545,-0.438,-0.523,-0.189,-.187,.,-0.2,-0.193,-0.00196,-0.574,-0.5710000000000001,2,2020,5,31,0,0.0,0,1.6094379124341005,8,441,5.0,128,152
2020-06-01,AK,731545,-0.412,-0.469,-0.17,-.172,.,-0.171,-0.19,-0.00279,-0.526,-0.5429999999999999,2,2020,6,1,0,0.0,0,3.332204510175204,8,469,28.0,129,153
2020-06-02,AK,731545,-0.415,-0.431,-0.162,-.16,.,-0.172,-0.181,0.000816,-0.441,-0.516,2,2020,6,2,0,0.0,0,1.9459101490553128,8,476,7.0,130,154
2020-06-03,AK,731545,-0.417,-0.477,-0.146,-.133,.,-0.17800000000000002,-0.21,0.0182,-0.3720000000000001,-0.494,2,2020,6,3,0,0.0,0,3.0445224377234235,8,497,21.0,131,155
2020-06-04,AK,731545,-0.41,-0.381,-0.157,-.141,.,-0.195,-0.232,0.015,-0.413,-0.494,2,2020,6,4,0,0.0,0,2.9444389791664403,8,516,19.0,132,156
2020-06-05,AK,731545,-0.419,-0.506,-0.154,-.141,.,-0.187,-0.212,0.0234,-0.354,-0.518,2,2020,6,5,0,0.0,0,3.258096538021482,8,542,26.0,133,157
2020-06-06,AK,731545,-0.413,-0.328,-0.153,-.143,.,-0.174,-0.173,0.0288,-0.364,-0.501,2,2020,6,6,0,0.0,0,3.1354942159291497,8,565,23.0,134,158
2020-06-07,AK,731545,-0.404,-0.321,-0.151,-.135,.,-0.182,-0.171,0.0271,-0.3670000000000001,-0.482,2,2020,6,7,0,0.0,0,2.6390573296152584,8,579,14.0,135,159
2020-06-08,AK,731545,-0.396,-0.278,-0.159,-.152,.,-0.171,-0.099,0.0336,-0.431,-0.515,2,2020,6,8,0,0.0,0,2.19722457733622,8,588,9.0,136,160
2020-06-09,AK,731545,-0.3670000000000001,-0.28800000000000003,-0.16,-.162,.,-0.154,-0.0989,0.00942,-0.413,-0.5379999999999999,2,2020,6,9,0,0.0,0,2.9444389791664403,8,607,19.0,137,161
2020-06-10,AK,731545,-0.341,-0.255,-0.138,-.146,.,-0.122,-0.0743,0.02,-0.498,-0.496,2,2020,6,10,0,0.0,1,2.5649493574615367,9,620,13.0,138,162
2020-06-11,AK,731545,-0.324,-0.333,-0.123,-.132,.,-0.104,-0.0454,0.033,-0.413,-0.493,2,2020,6,11,0,0.0,0,3.0910424533583165,9,642,22.0,139,163
2020-06-12,AK,731545,-0.325,-0.208,-0.115,-.125,.,-0.0939,-0.0712,0.0208,-0.438,-0.5,2,2020,6,12,0,0.0,0,3.1780538303479458,9,666,24.0,140,164
